Price,Income,Distance,Shirota,Fed,Population
22.45,17990.6,710,60,szfo,5600
22.5,12901.31667,710,60,szfo,5600
22.52,11159.3,710,60,szfo,5600
22.53,7506.475,9170,43,dfo,1828
22.53,7664.166667,9170,43,dfo,1828
22.53,12647.48333,710,60,szfo,5600
22.53,10110.55,710,60,szfo,5600
22.54,7821.858333,9170,43,dfo,1828
22.55,7191.091667,9170,43,dfo,1828
22.55,6769.1,710,60,szfo,5600
22.56,5367,9170,43,dfo,1828
22.56,10985.625,710,60,szfo,5600
22.57,7348.783333,9170,43,dfo,1828
22.57,12174.8,710,60,szfo,5600
22.58,9130.875,710,60,szfo,5600
22.6,10288.9,710,60,szfo,5600
22.6,10772.3,710,60,szfo,5600
22.63,8564.791667,710,60,szfo,5600
22.63,15278.05,710,60,szfo,5600
22.64,7979.55,9170,43,dfo,1828
22.65,8894.225,710,60,szfo,5600
22.65,10340.49167,710,60,szfo,5600
22.67,9588.05,710,60,szfo,5600
22.69,10350.00833,710,60,szfo,5600
22.71,10502.4,710,60,szfo,5600
22.72,13342.1,710,60,szfo,5600
22.73,10079.89167,710,60,szfo,5600
22.73,10570.43333,710,60,szfo,5600
22.76,8850.6,710,60,szfo,5600
22.79,13256.175,710,60,szfo,5600
22.81,9878.6,710,60,szfo,5600
22.82,7033.4,9170,43,dfo,1828
22.82,6669.483333,710,60,szfo,5600
22.83,11541.76667,710,60,szfo,5600
22.85,5260.475,9170,43,dfo,1828
22.85,14045.15,710,60,szfo,5600
22.85,13638,710,60,szfo,5600
22.86,10591.3,710,60,szfo,5600
22.87,6930.041667,9170,43,dfo,1828
22.87,11358.575,710,60,szfo,5600
22.9,12900.01667,710,60,szfo,5600
22.91,12925.25,710,60,szfo,5600
22.92,13986.9,710,60,szfo,5600
22.92,7723.3,710,60,szfo,5600
22.92,10929.35,710,60,szfo,5600
22.95,13121.70833,710,60,szfo,5600
22.95,6569.866667,710,60,szfo,5600
22.96,6516.608333,9170,43,dfo,1828
22.97,12148.65833,440,56,pfo,3159
22.98,6723.325,9170,43,dfo,1828
22.98,12594.325,1010,61,szfo,533
22.99,6826.683333,9170,43,dfo,1828
22.99,14281.88333,1010,61,szfo,533
23,8137.241667,9170,43,dfo,1828
23,14177.35833,9170,43,dfo,1828
23,17519,9170,43,dfo,1828
23,16892.9,9170,43,dfo,1828
23.01,11947.94167,1010,61,szfo,533
23.04,6619.966667,9170,43,dfo,1828
23.04,14245.85,1010,61,szfo,533
23.04,10045.225,1010,61,szfo,533
23.05,9165.6,1010,61,szfo,533
23.05,10597.6,1010,61,szfo,533
23.07,6470.25,1010,61,szfo,533
23.1,12325.05,1010,61,szfo,533
23.1,12920.625,1010,61,szfo,533
23.11,6787.333333,1010,61,szfo,533
23.13,5153.95,9170,43,dfo,1828
23.13,6668.091667,1010,61,szfo,533
23.16,18429.625,1010,61,szfo,533
23.17,14609.53333,1010,61,szfo,533
23.2,11227.5,1010,61,szfo,533
23.21,12678.75,1010,61,szfo,533
23.22,6513.466667,1010,61,szfo,533
23.26,14715.38333,1010,61,szfo,533
23.27,17155.31667,1010,61,szfo,533
23.27,12680.925,1010,61,szfo,533
23.32,10828.91667,1010,61,szfo,533
23.32,13719.01667,1010,61,szfo,533
23.34,6756.8,1010,61,szfo,533
23.35,8294.933333,9170,43,dfo,1828
23.35,11138.18333,1010,61,szfo,533
23.36,12412.46667,440,56,pfo,3159
23.39,10197.61667,1010,61,szfo,533
23.4,12436.875,1010,61,szfo,533
23.41,5047.425,9170,43,dfo,1828
23.41,15492.63333,1010,61,szfo,533
23.42,13231.275,1010,61,szfo,533
23.43,8452.625,9170,43,dfo,1828
23.45,13451.13333,1010,61,szfo,533
23.48,11621.04167,440,56,pfo,3159
23.49,11237.64167,1010,61,szfo,533
23.5,10917.79167,1010,61,szfo,533
23.5,9007.158333,1010,61,szfo,533
23.5,17526.7,1010,61,szfo,533
23.51,13737.65833,1010,61,szfo,533
23.53,8925.7,9170,43,dfo,1828
23.54,13758.86667,1010,61,szfo,533
23.59,4834.375,9170,43,dfo,1828
23.59,10697.4,1010,61,szfo,533
23.59,13484.46667,1010,61,szfo,533
23.6,11725,1010,61,szfo,533
23.6,8455.883333,1010,61,szfo,533
23.61,8610.316667,9170,43,dfo,1828
23.62,4727.85,9170,43,dfo,1828
23.63,4940.9,9170,43,dfo,1828
23.64,12263.4,1010,61,szfo,533
23.65,8768.008333,9170,43,dfo,1828
23.66,4621.325,9170,43,dfo,1828
23.69,9740.441667,1010,61,szfo,533
23.69,18638.875,1010,61,szfo,533
23.7,18181.3,1010,61,szfo,533
23.7,5635.733333,1010,61,szfo,533
23.7,18843.1,1010,61,szfo,533
23.71,9892.833333,1010,61,szfo,533
23.73,11884.85,440,56,pfo,3159
23.73,8129.158333,1010,61,szfo,533
23.75,16791.63333,1010,61,szfo,533
23.77,17866.21667,1010,61,szfo,533
23.77,18434.65,1010,61,szfo,533
23.78,14576.86667,1010,61,szfo,533
23.8,14973.21667,1010,61,szfo,533
23.8,17231.71667,1010,61,szfo,533
23.81,6621.45,1010,61,szfo,533
23.82,13472.58333,1010,61,szfo,533
23.83,15707.21667,1010,61,szfo,533
23.85,13186.3,1010,61,szfo,533
23.85,12460.53333,1010,61,szfo,533
23.85,7422.741667,1010,61,szfo,533
23.87,13933.9,1010,61,szfo,533
23.87,17413.525,1010,61,szfo,533
23.9,21502.8,1010,61,szfo,533
23.91,7810.341667,1010,61,szfo,533
23.92,21063.775,1010,61,szfo,533
23.94,7322.55,440,56,pfo,3159
23.94,17209.3,1010,61,szfo,533
23.94,6714.5,1010,61,szfo,533
23.96,12978.08333,1010,61,szfo,533
23.96,15510,1010,61,szfo,533
23.96,12195,1010,61,szfo,533
23.97,8346.975,1010,61,szfo,533
23.98,16994.71667,1010,61,szfo,533
24.01,18230.425,1010,61,szfo,533
24.02,10533.475,1010,61,szfo,533
24.02,13990.85,1010,61,szfo,533
24.03,15166.83333,1010,61,szfo,533
24.04,19307.675,1010,61,szfo,533
24.05,12037.925,1010,61,szfo,533
24.06,12650.95833,1010,61,szfo,533
24.07,10666.50833,1010,61,szfo,533
24.07,15003.61667,1010,61,szfo,533
24.07,20624.75,1010,61,szfo,533
24.08,12633.1,1010,61,szfo,533
24.09,8404.375,1010,61,szfo,533
24.1,17617.75,1010,61,szfo,533
24.11,18026.2,1010,61,szfo,533
24.12,20185.725,1010,61,szfo,533
24.13,9090.483333,9170,43,dfo,1828
24.13,14929.24167,1010,61,szfo,533
24.13,13954.41667,1010,61,szfo,533
24.14,15795.39167,1010,61,szfo,533
24.14,21244.25,1010,61,szfo,533
24.15,17821.975,1010,61,szfo,533
24.15,7162.85,1010,61,szfo,533
24.16,16565.55,1010,61,szfo,533
24.16,21656.05,1010,61,szfo,533
24.17,11953.125,1010,61,szfo,533
24.21,18868.65,1010,61,szfo,533
24.22,15030.46667,1010,61,szfo,533
24.22,16597,1010,61,szfo,533
24.23,19746.7,1010,61,szfo,533
24.25,16936.73333,1010,61,szfo,533
24.26,16136.38333,1410,45,skfo,2846
24.27,15256.80833,1410,45,skfo,2846
24.27,14871.85,1410,45,skfo,2846
24.27,20980.20833,1410,45,skfo,2846
24.27,6066.25,1410,45,skfo,2846
24.28,13311.725,1410,45,skfo,2846
24.29,17551.13333,1410,45,skfo,2846
24.3,13183.25,1410,45,skfo,2846
24.3,16350.96667,1410,45,skfo,2846
24.31,8238.066667,1410,45,skfo,2846
24.33,16427.95,1410,45,skfo,2846
24.33,11469.375,1410,45,skfo,2846
24.35,6074.6,1410,45,skfo,2846
24.35,14244.04167,1410,45,skfo,2846
24.36,14525.7,1410,45,skfo,2846
24.36,11711.25,1410,45,skfo,2846
24.39,7191.025,440,56,pfo,3159
24.39,14229.8,1410,45,skfo,2846
24.41,9944.983333,1410,45,skfo,2846
24.43,16780.13333,1410,45,skfo,2846
24.43,20452.125,1410,45,skfo,2846
24.44,5952.241667,1410,45,skfo,2846
24.48,12724.89167,1410,45,skfo,2846
24.5,15336.9,1410,45,skfo,2846
24.5,16064.26667,1410,45,skfo,2846
24.51,11570.775,1410,45,skfo,2846
24.51,7218.9,1410,45,skfo,2846
24.54,15700.58333,1410,45,skfo,2846
24.54,20188.08333,1410,45,skfo,2846
24.59,19924.04167,1410,45,skfo,2846
24.61,19455.775,1410,45,skfo,2846
24.63,19047.325,1410,45,skfo,2846
24.64,19251.55,1410,45,skfo,2846
24.65,15921.8,1410,45,skfo,2846
24.65,19660,1410,45,skfo,2846
24.67,15345.55,1410,45,skfo,2846
24.67,6486.1,1410,45,skfo,2846
24.73,20716.16667,1410,45,skfo,2846
24.76,12941.15,1410,45,skfo,2846
24.76,7092.8,1410,45,skfo,2846
24.77,21508.29167,1410,45,skfo,2846
24.79,11598.19167,1410,45,skfo,2846
24.81,10422.9,1410,45,skfo,2846
24.88,16080.78333,1410,45,skfo,2846
24.91,13574.26667,440,56,pfo,3159
24.92,17589.04167,1410,45,skfo,2846
24.95,16641.75,1410,45,skfo,2846
25,13249.2,9170,43,dfo,1828
25,15713.6,9170,43,dfo,1828
25,6892.15,9170,43,dfo,1828
25.03,11304.15,1410,45,skfo,2846
25.06,10645.425,1410,45,skfo,2846
25.09,15405.55,1410,45,skfo,2846
25.1,7661.833333,1410,45,skfo,2846
25.11,5964.883333,1410,45,skfo,2846
25.11,16344.98333,1410,45,skfo,2846
25.12,7059.5,440,56,pfo,3159
25.12,14750.425,1410,45,skfo,2846
25.17,15660.63333,1410,45,skfo,2846
25.18,13731.475,1410,45,skfo,2846
25.21,7597.2,1410,45,skfo,2846
25.24,16366.175,1410,45,skfo,2846
25.26,16301.1,1410,45,skfo,2846
25.26,18649.30833,1410,45,skfo,2846
25.3,18934.7,1410,45,skfo,2846
25.35,21772.33333,1410,45,skfo,2846
25.35,22828.5,1410,45,skfo,2846
25.36,10799.65,1410,45,skfo,2846
25.36,10008.65,1410,45,skfo,2846
25.37,22300.41667,1410,45,skfo,2846
25.38,17236.05,1410,45,skfo,2846
25.38,11812.45,1410,45,skfo,2846
25.39,8298.933333,8460,62,dfo,997
25.41,11849.35,9170,43,dfo,1828
25.41,22564.45833,1410,45,skfo,2846
25.43,23161.65,1410,45,skfo,2846
25.44,22036.375,1410,45,skfo,2846
25.45,5610.216667,1410,45,skfo,2846
25.46,14821.6,1410,45,skfo,2846
25.5,6408.275,1410,45,skfo,2846
25.5,6966.7,1410,45,skfo,2846
25.52,13508.53333,1410,45,skfo,2846
25.53,9405.35,1410,45,skfo,2846
25.54,11416.55,1410,45,skfo,2846
25.54,16651.56667,1410,45,skfo,2846
25.55,15461.81667,1410,45,skfo,2846
25.6,7027.5,1410,45,skfo,2846
25.62,8865.716667,1410,45,skfo,2846
25.64,5855.166667,1410,45,skfo,2846
25.65,5838.233333,1410,45,skfo,2846
25.69,6403.75,1410,45,skfo,2846
25.69,18363.91667,1410,45,skfo,2846
25.71,11660.1,9170,43,dfo,1828
25.77,17510.83333,1410,45,skfo,2846
25.79,7717.125,440,56,pfo,3159
25.8,11066.53333,1410,45,skfo,2846
25.83,6184.316667,1410,45,skfo,2846
25.84,15413.4,1410,45,skfo,2846
25.84,15709.3,1410,45,skfo,2846
25.84,7345,1410,45,skfo,2846
25.85,12227.85,9170,43,dfo,1828
25.87,12038.6,9170,43,dfo,1828
25.91,7958.85,1410,45,skfo,2846
25.94,12471.7,1410,45,skfo,2846
25.95,11470.85,9170,43,dfo,1828
25.96,18312,440,56,pfo,3159
25.97,16005.2,1410,45,skfo,2846
25.98,18492.4,440,56,pfo,3159
26,8848.716667,9170,43,dfo,1828
26.01,9270.441667,1410,45,skfo,2846
26.08,11281.6,9170,43,dfo,1828
26.08,15097.5,1410,45,skfo,2846
26.08,16346.76667,1410,45,skfo,2846
26.08,11706.18333,1410,45,skfo,2846
26.13,16635.26667,1410,45,skfo,2846
26.18,8426.066667,8460,62,dfo,997
26.2,9724.1,1410,45,skfo,2846
26.21,12307.59167,1410,45,skfo,2846
26.22,14497.23333,1410,45,skfo,2846
26.25,16051.78333,1410,45,skfo,2846
26.29,21809.3,1410,45,skfo,2846
26.31,14954.48333,1410,45,skfo,2846
26.33,10371.525,8460,62,dfo,997
26.42,12795.6,9170,43,dfo,1828
26.45,13476.68333,9170,43,dfo,1828
26.45,10491.2,4150,56,sfo,2827
26.46,11365.78333,4150,56,sfo,2827
26.47,10506.35,8460,62,dfo,997
26.47,15117.5,4150,56,sfo,2827
26.47,11586.975,4150,56,sfo,2827
26.48,16920.96667,4150,56,sfo,2827
26.48,17017.99167,4150,56,sfo,2827
26.49,8255.866667,4150,56,sfo,2827
26.49,10910.55,4150,56,sfo,2827
26.49,12762.91667,4150,56,sfo,2827
26.51,10903.1,9170,43,dfo,1828
26.51,10101.875,8460,62,dfo,997
26.52,11092.35,9170,43,dfo,1828
26.54,13174.1,9170,43,dfo,1828
26.54,13680.83333,440,56,pfo,3159
26.55,12984.85,9170,43,dfo,1828
26.59,9967.05,8460,62,dfo,997
26.6,12417.1,9170,43,dfo,1828
26.6,12606.35,9170,43,dfo,1828
26.6,10641.175,8460,62,dfo,997
26.65,9549.4,4150,56,sfo,2827
26.66,10236.7,8460,62,dfo,997
26.67,8553.2,8460,62,dfo,997
26.69,8680.333333,8460,62,dfo,997
26.69,7471.1,4150,56,sfo,2827
26.7,18697.93333,440,56,pfo,3159
26.72,15756.8,4150,56,sfo,2827
26.72,6180.258333,4150,56,sfo,2827
26.73,6294.033333,4150,56,sfo,2827
26.73,13460.95,4150,56,sfo,2827
26.74,9832.225,8460,62,dfo,997
26.77,10776,8460,62,dfo,997
26.78,9810.075,4150,56,sfo,2827
26.78,9713.85,4150,56,sfo,2827
26.78,11136.025,4150,56,sfo,2827
26.81,8214.95,4150,56,sfo,2827
26.87,6350.75,4150,56,sfo,2827
26.9,9570.266667,8460,62,dfo,997
26.96,9316,8460,62,dfo,997
26.98,9697.4,8460,62,dfo,997
27,6294.266667,9170,43,dfo,1828
27.02,12915.36667,4150,56,sfo,2827
27.03,9135.533333,4150,56,sfo,2827
27.07,9540.258333,4150,56,sfo,2827
27.07,11361.5,4150,56,sfo,2827
27.12,10369.55,4150,56,sfo,2827
27.15,12022.5,8460,62,dfo,997
27.16,8807.466667,8460,62,dfo,997
27.16,16949.5,4150,56,sfo,2827
27.17,9443.133333,8460,62,dfo,997
27.2,9188.866667,8460,62,dfo,997
27.2,14789.45,4150,56,sfo,2827
27.21,9255.266667,9170,43,dfo,1828
27.21,15826.88333,4150,56,sfo,2827
27.25,15975.71667,4150,56,sfo,2827
27.26,8934.6,8460,62,dfo,997
27.26,9061.733333,8460,62,dfo,997
27.26,15588.7,4150,56,sfo,2827
27.27,16054.7,4150,56,sfo,2827
27.28,12199.3,8460,62,dfo,997
27.29,10910.825,8460,62,dfo,997
27.32,7454.075,440,56,pfo,3159
27.33,6840.6,4150,56,sfo,2827
27.36,11045.65,8460,62,dfo,997
27.36,11180.475,8460,62,dfo,997
27.36,12376.1,8460,62,dfo,997
27.36,12552.9,8460,62,dfo,997
27.36,20753.26667,440,56,pfo,3159
27.36,5724.225,4150,56,sfo,2827
27.36,17136.15833,4150,56,sfo,2827
27.39,7585.6,440,56,pfo,3159
27.41,15537.05,440,56,pfo,3159
27.44,11315.3,8460,62,dfo,997
27.47,13779.26667,9170,43,dfo,1828
27.54,13083.3,8460,62,dfo,997
27.55,11668.9,8460,62,dfo,997
27.55,12729.7,8460,62,dfo,997
27.55,6927.975,440,56,pfo,3159
27.56,11492.1,8460,62,dfo,997
27.56,20547.73333,440,56,pfo,3159
27.57,5745.45,4150,56,sfo,2827
27.59,11845.7,8460,62,dfo,997
27.59,12906.5,8460,62,dfo,997
27.6,16605.88333,4150,56,sfo,2827
27.61,14107.1,440,56,pfo,3159
27.61,15911.58333,4150,56,sfo,2827
27.62,19046.55833,4150,56,sfo,2827
27.64,16807.36667,4150,56,sfo,2827
27.68,20278.09167,4150,56,sfo,2827
27.71,15804.00833,4150,56,sfo,2827
27.71,10685.075,4150,56,sfo,2827
27.73,14000.53333,440,56,pfo,3159
27.73,16290.8,4150,56,sfo,2827
27.73,9058.15,4150,56,sfo,2827
27.77,15405.29167,440,56,pfo,3159
27.77,18131.6,440,56,pfo,3159
27.79,8056.508333,4150,56,sfo,2827
27.81,17571.70833,4150,56,sfo,2827
27.81,19787.79167,4150,56,sfo,2827
27.81,20009.4,4150,56,sfo,2827
27.82,13436.9,8460,62,dfo,997
27.85,17659.08333,4150,56,sfo,2827
27.86,13260.1,8460,62,dfo,997
27.87,18078.525,4150,56,sfo,2827
27.92,7581.183333,4150,56,sfo,2827
27.93,14481.4,4150,56,sfo,2827
27.93,12986.83333,4150,56,sfo,2827
27.95,13893.96667,440,56,pfo,3159
27.99,8107.358333,4150,56,sfo,2827
27.99,9549.925,4150,56,sfo,2827
28,14213.66667,440,56,pfo,3159
28,11622.06667,9170,43,dfo,1828
28.07,11493.925,4150,56,sfo,2827
28.08,18353.1,4150,56,sfo,2827
28.08,9675.166667,4150,56,sfo,2827
28.11,15055.45,4150,56,sfo,2827
28.17,18903.46667,440,56,pfo,3159
28.17,7513.325,4150,56,sfo,2827
28.19,13322.70833,4150,56,sfo,2827
28.22,13098.79167,4150,56,sfo,2827
28.24,14384.43333,9170,43,dfo,1828
28.24,17507.74167,4150,56,sfo,2827
28.24,10248.2,3350,55,sfo,2824
28.25,14173.35,3350,55,sfo,2824
28.26,10738.31667,9170,43,dfo,1828
28.26,14687.01667,9170,43,dfo,1828
28.26,11750.20833,3350,55,sfo,2824
28.28,10459.6,3350,55,sfo,2824
28.31,13787.4,440,56,pfo,3159
28.33,14081.85,9170,43,dfo,1828
28.33,20958.8,4150,56,pfo,3159
28.34,15080.69167,3350,55,sfo,2824
28.36,28895.34167,3350,55,sfo,2824
28.39,13210.75,3350,55,sfo,2824
28.43,17494.96667,3350,55,sfo,2824
28.44,15004.96667,3350,55,sfo,2824
28.44,11878.35,3350,55,sfo,2824
28.45,14979.725,3350,55,sfo,2824
28.5,19247.81667,3350,55,sfo,2824
28.59,15452.05833,3350,55,sfo,2824
28.6,18665.43333,3350,55,sfo,2824
28.62,6215.4,3350,55,sfo,2824
28.63,12006.49167,3350,55,sfo,2824
28.64,20546.78333,3350,55,sfo,2824
28.67,12138.15,3350,55,sfo,2824
28.68,28585.6,3350,55,sfo,2824
28.69,16925.55,3350,55,sfo,2824
28.71,17143.08333,3350,55,sfo,2824
28.71,12030.15833,3350,55,sfo,2824
28.72,15030.20833,3350,55,sfo,2824
28.73,16199.93333,9170,43,dfo,1828
28.74,11487.05,3350,55,sfo,2824
28.77,9914.4,9170,43,dfo,1828
28.78,9374.7,3350,55,sfo,2824
28.78,16665.23333,3350,55,sfo,2824
28.81,10182.75,3350,55,sfo,2824
28.82,14989.6,9170,43,dfo,1828
28.83,20342.2,440,56,pfo,3159
28.88,11922.16667,3350,55,sfo,2824
28.89,12246.14167,3350,55,sfo,2824
28.91,17322.81667,3350,55,sfo,2824
28.92,15897.35,9170,43,dfo,1828
28.92,10336.975,3350,55,sfo,2824
28.97,16502.51667,9170,43,dfo,1828
28.98,13908.625,3350,55,sfo,2824
28.98,12874.875,3350,55,sfo,2824
29,16805.1,9170,43,dfo,1828
29.01,11262.325,3350,55,sfo,2824
29.01,16065.06667,3350,55,sfo,2824
29.02,13557.25,3350,55,sfo,2824
29.03,9386,3350,55,sfo,2824
29.04,18957.53333,3350,55,sfo,2824
29.04,10234.125,3350,55,sfo,2824
29.07,29205.08333,3350,55,sfo,2824
29.08,16278.5,3350,55,sfo,2824
29.09,9749.616667,9170,43,dfo,1828
29.09,15292.18333,9170,43,dfo,1828
29.09,15594.76667,9170,43,dfo,1828
29.09,17793.13333,3350,55,sfo,2824
29.09,7898.066667,3350,55,sfo,2824
29.09,21962.55,3350,55,sfo,2824
29.11,13865.3,3350,55,sfo,2824
29.11,11814.175,3350,55,sfo,2824
29.12,17869.20833,3350,55,sfo,2824
29.12,9877.775,3350,55,sfo,2824
29.15,9000.625,3350,55,sfo,2824
29.16,13759.4,3350,55,sfo,2824
29.19,13610.175,3350,55,sfo,2824
29.21,13664.45,8460,62,dfo,997
29.21,17951.2,440,56,pfo,3159
29.22,19566.18333,3350,55,sfo,2824
29.23,10205.625,3350,55,sfo,2824
29.24,19002.74167,3350,55,sfo,2824
29.27,12143.48333,3350,55,sfo,2824
29.27,17431.5,3350,55,sfo,2824
29.28,17939.25,3350,55,sfo,2824
29.29,16099.9,3350,55,sfo,2824
29.29,22965.00833,3350,55,sfo,2824
29.31,14449.75,3350,55,sfo,2824
29.35,18524.9,3350,55,sfo,2824
29.35,17799.16667,3350,55,sfo,2824
29.39,17222.35,3350,55,sfo,2824
29.45,22696.31667,3350,55,sfo,2824
29.46,17447.36667,3350,55,sfo,2824
29.49,17415.63333,3350,55,sfo,2824
29.5,17729.125,3350,55,sfo,2824
29.51,19520.06667,440,56,pfo,3159
29.52,8373.391667,3350,55,sfo,2824
29.52,23494.8,3350,55,sfo,2824
29.56,18816.08333,3350,55,sfo,2824
29.57,18009.29167,3350,55,sfo,2824
29.65,17518.35833,3350,55,sfo,2824
29.65,18914.86667,3350,55,sfo,2824
29.65,14563.2,3350,55,sfo,2824
29.68,28321.58333,3350,55,sfo,2824
29.7,23233.7,3350,55,sfo,2824
29.7,11322.94167,3350,55,sfo,2824
29.72,17643.45,3350,55,sfo,2824
29.74,14207.075,3350,55,sfo,2824
29.75,17506.11667,3350,55,sfo,2824
29.76,19383.9,3350,55,sfo,2824
29.78,19189.4,3350,55,sfo,2824
29.79,6796.45,440,56,pfo,3159
29.79,10041.7,3350,55,sfo,2824
29.8,21159.76667,3350,55,sfo,2824
29.82,14057.85,3350,55,sfo,2824
29.83,10830.61667,3350,55,sfo,2824
29.84,9584.833333,9170,43,dfo,1828
29.85,8531.833333,3350,55,sfo,2824
29.85,13434.66667,3350,55,sfo,2824
29.87,17215.83333,3350,55,sfo,2824
29.88,8690.275,3350,55,sfo,2824
29.89,17768.54167,3350,55,sfo,2824
29.89,13298.1,3350,55,sfo,2824
29.91,14533.36667,440,56,pfo,3159
29.92,15273.53333,440,56,pfo,3159
29.92,22115.8,3350,55,sfo,2824
29.93,19538.1,3350,55,sfo,2824
29.94,32659.90833,3350,55,sfo,2824
29.95,19040.3,3350,55,sfo,2824
29.95,19212.1,3350,55,sfo,2824
29.96,33091.91667,3350,55,sfo,2824
29.98,22269.05,3350,55,sfo,2824
30,10573.53333,9170,43,dfo,1828
30,22425.83333,9170,43,dfo,1828
30.01,15894.41667,1800,56,urfo,4245
30.02,14639.93333,440,56,pfo,3159
30.02,16523.1,1800,56,urfo,4245
30.06,18416,1800,56,urfo,4245
30.07,10079.18333,9170,43,dfo,1828
30.07,32227.9,1800,56,urfo,4245
30.07,21409.2,1800,56,urfo,4245
30.08,10073.5,1800,56,urfo,4245
30.08,22575.55,1800,56,urfo,4245
30.1,19314.53333,440,56,pfo,3159
30.1,17393.26667,1800,56,urfo,4245
30.13,14746.5,440,56,pfo,3159
30.13,18629.425,1800,56,urfo,4245
30.15,29977.23333,1800,56,urfo,4245
30.17,14320.23333,440,56,pfo,3159
30.17,23803.81667,1800,56,urfo,4245
30.17,12134.63333,1800,56,urfo,4245
30.18,23553.20833,1800,56,urfo,4245
30.18,17268.175,1800,56,urfo,4245
30.18,22422.3,1800,56,urfo,4245
30.19,17479.1,1800,56,urfo,4245
30.19,17463.23333,1800,56,urfo,4245
30.19,18667.25,1800,56,urfo,4245
30.25,19109,440,56,pfo,3159
30.26,15156.41667,1800,56,urfo,4245
30.27,9898.8,1800,56,urfo,4245
30.29,18208.71667,1800,56,urfo,4245
30.3,22392.39167,1800,56,urfo,4245
30.31,11158.83333,1800,56,urfo,4245
30.34,23302.6,1800,56,urfo,4245
30.34,16936.95833,1800,56,urfo,4245
30.36,19725.6,440,56,pfo,3159
30.37,18696.7,1800,56,urfo,4245
30.38,17796.4,1800,56,urfo,4245
30.41,22427.625,1800,56,urfo,4245
30.5,12354.13333,1800,56,urfo,4245
30.5,12570.11667,1800,56,urfo,4245
30.5,24379.6,1800,56,urfo,4245
30.52,16303.25,1800,56,urfo,4245
30.52,17970.53333,1800,56,urfo,4245
30.54,15315.41667,1800,56,urfo,4245
30.56,20910.33333,1800,56,urfo,4245
30.57,13189.61667,1800,56,urfo,4245
30.58,10243.96667,9170,43,dfo,1828
30.6,17732.35,1800,56,urfo,4245
30.61,13658.58333,1800,56,urfo,4245
30.66,15921.3,1800,56,urfo,4245
30.66,11108.1,1800,56,urfo,4245
30.66,29527.1,1800,56,urfo,4245
30.68,24892.16667,1800,56,urfo,4245
30.71,15105.93333,1800,56,urfo,4245
30.72,17882.79167,1800,56,urfo,4245
30.74,15768.46667,1800,56,urfo,4245
30.75,22179.2,1800,56,urfo,4245
30.79,33523.925,1800,56,urfo,4245
30.82,9420.05,9170,43,dfo,1828
30.82,15181.65833,1800,56,urfo,4245
30.82,22173.9,1800,56,urfo,4245
30.85,19158.41667,1800,56,urfo,4245
30.85,12678.10833,1800,56,urfo,4245
30.86,18868.5,1800,56,urfo,4245
30.88,10953.875,1800,56,urfo,4245
30.88,32302.5,1800,56,urfo,4245
30.89,18242.15833,1800,56,urfo,4245
30.92,20232.49167,1800,56,urfo,4245
30.92,21997.40833,1800,56,urfo,4245
30.92,18446.9,1800,56,urfo,4245
30.92,31992.75833,1800,56,urfo,4245
30.96,20815.475,1800,56,urfo,4245
30.96,22728.8,1800,56,urfo,4245
30.96,28057.56667,1800,56,urfo,4245
30.98,21352.85833,1800,56,urfo,4245
31.01,31777.76667,1800,56,urfo,4245
31.01,19663.16667,1800,56,urfo,4245
31.01,13770.54167,1800,56,urfo,4245
31.01,17509.475,1800,56,urfo,4245
31.02,22672.46667,1800,56,urfo,4245
31.03,31327.63333,1800,56,urfo,4245
31.03,14356.3,1800,56,urfo,4245
31.05,16541.43333,1800,56,urfo,4245
31.09,29514.825,1800,56,urfo,4245
31.14,30877.5,1800,56,urfo,4245
31.17,19413.73333,1800,56,urfo,4245
31.18,11651.15833,1800,56,urfo,4245
31.18,29076.96667,1800,56,urfo,4245
